user,prompt,key,press_time,release_time,dwell_time,p2p_time,r2p_time,r2r_time
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,h,4394.600000023842,4514.9000000059605,99.6454980258596,0.0,0.0,0.0
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,e,4490.100000023842,4624.600000023842,127.74346346236602,91.01553966443483,0.0,94.63319155498908
Lucas_Martinez,The quick brown fox jumps over the lazy dog., ,4597.5,4745.4000000059605,125.70899949143397,99.84181276811819,0.0,101.09557881807822
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,q,4705.600000023842,4802.200000017881,81.64705638975106,96.39119696873485,0.0,55.87791414916498
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,u,4765.700000017881,4863.4000000059605,83.22075241395004,49.95305958038745,0.0,57.89216813916319
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,i,4937.800000011921,5041.4000000059605,86.40694575457303,164.10047209150312,79.48008361423379,143.26367628147025
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,c,5063.800000011921,5166.0,87.83231083534561,118.45419496483221,19.586471714277465,109.91158001041414
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,k,5124.100000023842,5253.100000023842,107.78076839393286,53.786465251398106,0.0,74.7731582565398
Lucas_Martinez,The quick brown fox jumps over the lazy dog., ,5277.800000011921,5409.600000023842,122.05705310112855,140.93646626627537,23.852943457316005,133.88788645045264
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,b,5423.700000017881,5572.800000011921,135.01933454689413,134.70093139109375,13.989966078237119,158.2762462910124
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,r,5583.100000023842,5718.700000017881,121.41986572613388,152.0517179039013,10.411675626729185,131.95986622435748
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,o,5691.200000017881,5815.4000000059605,106.9077143856288,107.00416047499716,0.0,87.67909647253063
Lucas_Martinez,The quick brown fox jumps over the lazy dog.,w,5784.300000011921,5900.800000011921,110.2019602309719,81.15440910738822,0.0,76.74170908283801
